albero,n_cellule,GRN_type,sigma_cif,diff_cif_fraction,modello,fixed_terminal,knn_atac,knn_rna,wnn,algoritmo,n_waypoints,knn_waypoints,n_macrostates,velocity_algorithm,pruning_type,pearson_pseudotime_statistics,pearson_pseudotime_pvalue,kendall_pseudotime_statistics,kendall_pseudotime_pvalue,pearson_entropy_statistics,pearson_entropy_pvalue,f1_cosine,f1_euclidean
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,30,palantir,750,30,,,,0.8836864900939878,0.0,0.8768172848172848,1.2054e-319,-0.7835812281417268,1.6414666054190156e-208,0.07803390302494309,0.2752370823927936
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,30,palantir,750,50,,,,0.8721865376040259,3.511181743244e-312,0.8613342693342695,8.951764401683894e-296,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,30,palantir,750,50,,,,0.8721870390570908,3.50478087236e-312,0.8613224253224255,9.312047158955446e-296,-0.6746180401293609,9.794864878435358e-134,0.24243137581716184,0.46427645199119294
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,30,palantir,750,100,,,,0.8824052635694839,0.0,0.8843659163659164,0.0,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,30,palantir,750,100,,,,0.882404107851579,0.0,0.8843637443637445,0.0,-0.5459212211917741,9.48599324109091e-79,0.22757015205929243,0.45043331032485506
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,50,palantir,250,30,,,,0.8811248414405924,0.0,0.8775406455406455,7.727e-321,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,50,palantir,250,30,,,,0.8811739772164616,0.0,0.8775873855873856,6.46e-321,-0.7191523491269995,5.673300014067896e-160,0.2265388856788776,0.4500652690195688
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,50,palantir,250,50,,,,0.8811092765608634,0.0,0.8779771939771941,1.46e-321,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,50,palantir,250,50,,,,0.8811470484999441,0.0,0.8779964299964299,1.354e-321,-0.5858085273961153,3.4848349893944303e-93,0.2921575597759464,0.5080233128396446
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,50,palantir,250,100,,,,0.8806900242739354,0.0,0.8921565041565042,0.0,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,50,palantir,250,100,,,,0.8807488728018282,0.0,0.8922230562230562,0.0,-0.6333468075825835,3.0873361055786255e-113,0.4014214823284842,0.5960164017747567
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,50,palantir,500,30,,,,0.879636313534704,0.0,0.8764900804900805,4.1533e-319,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,50,palantir,500,30,,,,0.8796359990095008,0.0,0.8764889524889525,4.1711e-319,-0.7356612775913418,4.858201503539211e-171,0.1329366303634752,0.3535141753436698
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,50,palantir,500,50,,,,0.8803283902763585,0.0,0.8775288015288015,8.083e-321,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,50,palantir,500,50,,,,0.8803247541463841,0.0,0.8775412335412337,7.707e-321,-0.5821016152113495,9.303621829007309e-92,0.22500020749537175,0.44824582137657554
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,50,palantir,500,100,,,,0.8807482986190505,0.0,0.8925171045171045,0.0,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,50,palantir,500,100,,,,0.880746348335706,0.0,0.8925101925101925,0.0,-0.4166334044044774,2.902598529898762e-43,0.21542572481845676,0.43911665701029634
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,50,palantir,750,30,,,,0.8798525995328434,0.0,0.8770182490182491,5.6284e-320,,,,
